Unnamed: 0,PDB code,Affinity Data Type,Affinity Data Value,pKd pKi pIC50,delta G,1/K
12887,4yxu,Kd,57.4,7.24,-9.87,0.01742
12894,5nxw,Ki,57.4,7.24,-9.87,0.01742
12915,3mhl,Kd,56.0,7.25,-9.89,0.01786
12932,1i72,IC50,55.0,7.26,-9.9,0.01818
12971,4itp,Ki,54.0,7.27,-9.91,0.01852
12995,2qoa,Ki,52.0,7.28,-9.93,0.01923
13003,3sbh,Kd,52.0,7.28,-9.93,0.01923
13009,4m2w,Ki,52.0,7.28,-9.93,0.01923
13011,4qjx,Kd,52.0,7.28,-9.93,0.01923
13038,4iwz,Ki,51.0,7.29,-9.94,0.01961
13068,1zge,Ki,50.0,7.3,-9.95,0.02
13082,3c52,Ki,50.0,7.3,-9.95,0.02
13086,3n0n,Ki,50.0,7.3,-9.95,0.02
13089,3r16,Ki,50.0,7.3,-9.95,0.02
13090,3s8x,Kd,50.0,7.3,-9.95,0.02
13099,4dpt,Ki,50.0,7.3,-9.95,0.02
13100,4dpu,Ki,50.0,7.3,-9.95,0.02
13105,4qiy,Kd,50.0,7.3,-9.95,0.02
13108,4riu,Ki,50.0,7.3,-9.95,0.02
13118,5jn8,Kd,50.0,7.3,-9.95,0.02
13140,3qt7,Kd,49.0,7.31,-9.97,0.02041
13156,6ex1,Ki,49.4,7.31,-9.96,0.02024
13158,6qfv,Kd,49.0,7.31,-9.97,0.02041
13171,3mnu,Ki,48.0,7.32,-9.98,0.02083
13179,4qj0,Kd,48.0,7.32,-9.98,0.02083
13229,3znc,IC50,45.3,7.34,-10.01,0.02208
13253,1ttm,Kd,45.0,7.35,-10.02,0.02222
13273,5jna,Kd,45.0,7.35,-10.02,0.02222
13295,4q6d,Kd,43.5,7.36,-10.04,0.02299
13302,5fl6,Ki,43.6,7.36,-10.04,0.02294
13318,1cnx,Kd,43.0,7.37,-10.04,0.02326
13323,2aw1,Ki,43.0,7.37,-10.04,0.02326
13328,2y71,Ki,42.5,7.37,-10.05,0.02353
13331,3fw3,IC50,43.0,7.37,-10.04,0.02326
13333,3m5e,Kd,43.0,7.37,-10.04,0.02326
13342,4zcw,IC50,42.5,7.37,-10.05,0.02353
13363,1csr,Ki,42.0,7.38,-10.06,0.02381
13417,3mna,Ki,41.0,7.39,-10.07,0.02439
13419,3p5l,Ki,40.8,7.39,-10.07,0.02451
13492,4qjo,Kd,40.0,7.4,-10.09,0.025
13535,1ik4,Ki,39.0,7.41,-10.1,0.02564
13539,2gd8,IC50,39.0,7.41,-10.1,0.02564
13579,2pou,Ki,38.0,7.42,-10.12,0.02632
13585,3ryy,Kd,38.0,7.42,-10.12,0.02632
13620,2isv,Ki,37.0,7.43,-10.13,0.02703
13621,2isw,Ki,37.0,7.43,-10.13,0.02703
13623,3mmf,Ki,37.0,7.43,-10.13,0.02703
13645,1eou,IC50,36.0,7.44,-10.15,0.02778
13665,3p3h,Ki,36.0,7.44,-10.15,0.02778
13674,4m2v,Ki,36.0,7.44,-10.15,0.02778
13687,6ceh,Ki,36.5,7.44,-10.14,0.0274
13740,5fdc,Ki,34.8,7.46,-10.17,0.02874
13743,5msb,Kd,35.0,7.46,-10.17,0.02857
13749,6e92,Kd,35.0,7.46,-10.17,0.02857
13754,6qfu,Kd,35.0,7.46,-10.17,0.02857
13781,5ny3,Ki,33.9,7.47,-10.18,0.0295
13782,5o07,Ki,33.8,7.47,-10.19,0.02959
13890,5byi,Ki,30.7,7.51,-10.24,0.03257
13919,1zfq,Ki,30.0,7.52,-10.26,0.03333
13926,2nnv,Kd,30.0,7.52,-10.26,0.03333
13944,3myq,Kd,30.0,7.52,-10.26,0.03333
14013,4hu1,Kd,29.0,7.54,-10.28,0.03448
14043,1csh,Ki,28.0,7.55,-10.3,0.03571
14054,2fov,Kd,28.0,7.55,-10.3,0.03571
14061,3ni5,Ki,28.0,7.55,-10.3,0.03571
14062,3rz0,Kd,28.0,7.55,-10.3,0.03571
14065,4b6q,Ki,28.0,7.55,-10.3,0.03571
14093,6ugq,Ki,28.2,7.55,-10.29,0.03546
14108,1pk0,Ki,27.0,7.57,-10.32,0.03704
14170,2xb8,Ki,26.0,7.59,-10.34,0.03846
14177,3sap,Kd,26.0,7.59,-10.34,0.03846
14178,3t5u,Ki,26.0,7.59,-10.34,0.03846
14203,6ugo,Ki,25.8,7.59,-10.35,0.03876
14242,3p58,Ki,25.4,7.6,-10.36,0.03937
14245,3rj7,Ki,25.3,7.6,-10.36,0.03953
14282,3ibn,Ki,24.5,7.61,-10.38,0.04082
14333,6g5l,Kd,24.0,7.62,-10.39,0.04167
14354,2hl4,Ki,23.0,7.64,-10.41,0.04348
14378,4ruz,Ki,23.1,7.64,-10.41,0.04329
14382,5el9,Ki,23.0,7.64,-10.41,0.04348
14453,4q06,Kd,22.0,7.66,-10.44,0.04545
14492,1oq5,IC50,21.0,7.68,-10.47,0.04762
14497,1ze8,Ki,21.0,7.68,-10.47,0.04762
14516,4del,Kd,21.1,7.68,-10.47,0.04739
14653,4q0l,Kd,20.0,7.7,-10.5,0.05
14673,5sz5,Ki,20.0,7.7,-10.5,0.05
14682,6g6t,Kd,20.0,7.7,-10.5,0.05
14689,6qfx,Kd,20.0,7.7,-10.5,0.05
14699,1cnw,Kd,19.0,7.72,-10.53,0.05263
14756,6ugz,Ki,19.1,7.72,-10.52,0.05236
14759,5fdi,Ki,18.5,7.73,-10.54,0.05405
14793,3nb5,Ki,18.0,7.74,-10.56,0.05556
14893,3mi2,Ki,17.0,7.77,-10.59,0.05882
14948,6ql2,Kd,17.0,7.77,-10.59,0.05882
14952,4kni,Kd,16.7,7.78,-10.6,0.05988
14953,4knn,Kd,16.7,7.78,-10.6,0.05988
14957,5n25,Ki,16.6,7.78,-10.61,0.06024
14962,5jn9,Kd,16.2,7.79,-10.62,0.06173
14975,2hd6,Ki,16.0,7.8,-10.63,0.0625
14981,3czv,Ki,16.0,7.8,-10.63,0.0625
14990,3ryj,Kd,16.0,7.8,-10.63,0.0625
15009,4qjw,Kd,16.0,7.8,-10.63,0.0625
15071,2ptz,Ki,15.0,7.82,-10.67,0.06667
15072,2pu0,Ki,15.0,7.82,-10.67,0.06667
15078,3dz6,IC50,15.0,7.82,-10.67,0.06667
15084,3n2p,Ki,15.0,7.82,-10.67,0.06667
15094,3zp9,Kd,15.0,7.82,-10.67,0.06667
15139,3ibl,Ki,14.6,7.84,-10.68,0.06849
15151,1cny,Kd,14.0,7.85,-10.71,0.07143
15154,1lbf,Kd,14.0,7.85,-10.71,0.07143
15169,3dd8,Ki,14.0,7.85,-10.71,0.07143
15211,5elw,Ki,14.0,7.85,-10.71,0.07143
15243,5ny6,Ki,13.5,7.87,-10.73,0.07407
15293,3c56,Ki,13.0,7.89,-10.75,0.07692
15304,3n75,Kd,12.8,7.89,-10.76,0.07812
15305,3rz5,Kd,13.0,7.89,-10.75,0.07692
15325,4ruy,Ki,12.8,7.89,-10.76,0.07812
15379,5e28,Ki,12.3,7.91,-10.78,0.0813
15390,1tl7,Ki,12.0,7.92,-10.8,0.08333
15392,1zfk,Ki,12.0,7.92,-10.8,0.08333
15409,3eft,Ki,12.0,7.92,-10.8,0.08333
15419,3p3j,Ki,12.0,7.92,-10.8,0.08333
15423,3sbi,Kd,12.0,7.92,-10.8,0.08333
15433,4g0c,Ki,12.0,7.92,-10.8,0.08333
15446,4rux,Ki,12.0,7.92,-10.8,0.08333
15473,3daz,Ki,11.8,7.93,-10.81,0.08475
15478,3dcs,Ki,11.4,7.94,-10.83,0.08772
15491,3t85,Ki,11.3,7.95,-10.83,0.0885
15495,4knj,Kd,11.1,7.95,-10.85,0.09009
15496,5n1r,Ki,11.1,7.95,-10.85,0.09009
15533,3mhc,Ki,11.0,7.96,-10.85,0.09091
15545,3vw9,IC50,11.0,7.96,-10.85,0.09091
15559,4r59,Ki,11.0,7.96,-10.85,0.09091
15611,3oyq,Ki,10.3,7.99,-10.89,0.09709
15613,5n1s,Ki,10.2,7.99,-10.9,0.09804
15614,5nxp,Ki,10.2,7.99,-10.9,0.09804
15619,1b57,Ki,10.0,8.0,-10.91,0.1
15632,1qin,Ki,10.0,8.0,-10.91,0.1
15677,3hs4,Ki,10.0,8.0,-10.91,0.1
15683,3oy0,Ki,10.1,8.0,-10.9,0.09901
15701,4ht0,Kd,10.0,8.0,-10.91,0.1
15705,4knm,Kd,10.0,8.0,-10.91,0.1
15711,4mo8,Ki,10.1,8.0,-10.9,0.09901
15716,4pzh,Kd,10.0,8.0,-10.91,0.1
15734,4zx0,Ki,10.0,8.0,-10.91,0.1
15780,3p44,Ki,9.7,8.01,-10.93,0.10309
15806,5e2k,Ki,9.3,8.03,-10.95,0.10753
15817,4m2u,Ki,9.1,8.04,-10.96,0.10989
15861,3ml2,Ki,9.0,8.05,-10.97,0.11111
15865,3oys,Ki,9.0,8.05,-10.97,0.11111
15881,4rfd,Ki,8.9,8.05,-10.98,0.11236
15920,3dbu,Ki,8.8,8.06,-10.98,0.11364
15929,6evr,Ki,8.8,8.06,-10.98,0.11364
15944,3vbd,Ki,8.6,8.07,-11.0,0.11628
16019,3caj,Ki,8.0,8.1,-11.04,0.125
16117,4z1j,Ki,7.7,8.11,-11.06,0.12987
16136,6d1l,Ki,7.6,8.12,-11.07,0.13158
16150,3b4f,Ki,7.2,8.14,-11.1,0.13889
16155,3ryx,Kd,7.3,8.14,-11.09,0.13699
16159,4q07,Kd,7.3,8.14,-11.09,0.13699
16186,2q1q,Ki,7.0,8.15,-11.12,0.14286
16194,3d8w,Ki,7.0,8.15,-11.12,0.14286
16195,3dz5,IC50,7.0,8.15,-11.12,0.14286
16232,4qiz,Kd,7.1,8.15,-11.11,0.14085
16282,3rz8,Kd,6.7,8.17,-11.14,0.14925
16288,4q09,Kd,6.7,8.17,-11.14,0.14925
16290,4qjm,Kd,6.7,8.17,-11.14,0.14925
16292,4z0q,Ki,6.8,8.17,-11.14,0.14706
16334,5fl5,Ki,6.4,8.19,-11.17,0.15625
16370,6d1m,Ki,6.3,8.2,-11.18,0.15873
16472,5amg,Ki,6.0,8.22,-11.21,0.16667
16508,4z1n,Ki,5.89,8.23,-11.22,0.16978
16512,1jd0,Ki,5.7,8.24,-11.24,0.17544
16517,1ydb,Kd,5.8,8.24,-11.23,0.17241
16522,4rfc,Ki,5.7,8.24,-11.24,0.17544
16524,4z1e,Ki,5.7,8.24,-11.24,0.17544
16532,1g4o,Kd,5.6,8.25,-11.25,0.17857
16565,4lp6,Kd,5.36,8.27,-11.28,0.18657
16651,3hku,Ki,5.0,8.3,-11.32,0.2
16705,5j8z,Ki,5.0,8.3,-11.32,0.2
16745,3dc3,Ki,4.9,8.31,-11.33,0.20408
16750,5nxo,Ki,4.9,8.31,-11.33,0.20408
16786,4z1k,Ki,4.7,8.33,-11.35,0.21277
16815,4bf6,Ki,4.5,8.35,-11.38,0.22222
16939,3s74,Kd,4.0,8.4,-11.45,0.25
17001,1g48,Kd,3.9,8.41,-11.46,0.25641
17002,1i9p,Kd,3.9,8.41,-11.46,0.25641
17003,1i9q,Kd,3.9,8.41,-11.46,0.25641
17020,1i9o,Kd,3.8,8.42,-11.48,0.26316
17059,5n0e,Ki,3.6,8.44,-11.51,0.27778
17084,5nxv,Ki,3.5,8.46,-11.53,0.28571
17090,2qo8,Ki,3.4,8.47,-11.55,0.29412
17100,6d3q,Ki,3.4,8.47,-11.55,0.29412
17103,1i9l,Kd,3.3,8.48,-11.56,0.30303
17104,1i9m,Kd,3.3,8.48,-11.56,0.30303
17113,3n3j,Ki,3.3,8.48,-11.56,0.30303
17121,5n0d,Ki,3.3,8.48,-11.56,0.30303
17136,4a22,IC50,3.2,8.49,-11.58,0.3125
17139,4m2r,Ki,3.2,8.49,-11.58,0.3125
17169,6oe1,Ki,3.1,8.51,-11.6,0.32258
17203,2vaq,IC50,3.0,8.52,-11.62,0.33333
17227,3ml5,Ki,3.0,8.52,-11.62,0.33333
17296,5wlv,Ki,3.0,8.52,-11.62,0.33333
17323,5mjn,Ki,2.9,8.54,-11.64,0.34483
17341,5amd,Ki,2.8,8.55,-11.66,0.35714
17345,5nxg,Ki,2.8,8.55,-11.66,0.35714
17364,3v7x,Ki,2.7,8.57,-11.68,0.37037
17384,3ibi,Ki,2.6,8.59,-11.71,0.38462
17415,4qjp,Kd,2.5,8.6,-11.73,0.4
17419,5sz3,Ki,2.5,8.6,-11.73,0.4
17433,3ryz,Kd,2.4,8.62,-11.75,0.41667
17434,4bf1,Ki,2.4,8.62,-11.75,0.41667
17452,6r7d,IC50,2.4,8.62,-11.75,0.41667
17456,1g45,Kd,2.3,8.64,-11.78,0.43478
17464,3s71,Kd,2.3,8.64,-11.78,0.43478
17486,6std,Ki,2.3,8.64,-11.78,0.43478
17490,1i9n,Kd,2.2,8.66,-11.8,0.45455
17537,1bcd,Ki,2.0,8.7,-11.86,0.5
17541,1g4j,Kd,2.0,8.7,-11.86,0.5
17568,2h4n,Kd,2.0,8.7,-11.86,0.5
17590,2x2i,Ki,2.0,8.7,-11.86,0.5
17600,3d9z,Ki,2.0,8.7,-11.86,0.5
17620,3s73,Kd,2.0,8.7,-11.86,0.5
17645,4r5a,Ki,2.0,8.7,-11.86,0.5
17655,4zwx,Ki,2.0,8.7,-11.86,0.5
17656,4zwy,Ki,2.0,8.7,-11.86,0.5
17657,4zwz,Ki,2.0,8.7,-11.86,0.5
17671,5sz2,Ki,2.0,8.7,-11.86,0.5
17732,1cin,Ki,1.88,8.73,-11.9,0.53191
17747,3rz1,Kd,1.8,8.74,-11.92,0.55556
17760,1bnv,Kd,1.7,8.77,-11.96,0.58824
17804,1csi,Ki,1.6,8.8,-11.99,0.625
17807,1g46,Kd,1.6,8.8,-11.99,0.625
17842,1cim,Ki,1.52,8.82,-12.02,0.65789
17844,1g54,Kd,1.5,8.82,-12.03,0.66667
17928,1i90,IC50,1.28,8.89,-12.12,0.78125
17977,1i8z,IC50,1.27,8.9,-12.13,0.7874
18007,5sz1,Ki,1.2,8.92,-12.16,0.83333
18009,6oe0,Ki,1.2,8.92,-12.16,0.83333
18012,1i91,IC50,1.15,8.94,-12.19,0.86957
18026,3dcc,Ki,1.1,8.96,-12.21,0.90909
18029,3rz7,Kd,1.1,8.96,-12.21,0.90909
18091,2on3,Ki,1.0,9.0,-12.27,1.0
18104,3dcw,Ki,1.0,9.0,-12.27,1.0
18105,3dd0,Ki,1.0,9.0,-12.27,1.0
18203,5e2s,Ki,0.98,9.01,-12.28,1.02041
18217,1g53,Kd,0.91,9.04,-12.33,1.0989
18273,1bnw,Kd,0.83,9.08,-12.38,1.20482
18316,3mdz,Ki,0.8,9.1,-12.4,1.25
18333,5sz0,Ki,0.8,9.1,-12.4,1.25
18371,3ibu,Ki,0.7,9.15,-12.48,1.42857
18385,5aml,Ki,0.7,9.15,-12.48,1.42857
18398,6odz,Ki,0.7,9.15,-12.48,1.42857
18419,2f14,Kd,0.64,9.19,-12.54,1.5625
18436,1kwq,IC50,0.62,9.21,-12.55,1.6129
18487,5llp,Kd,0.58,9.24,-12.59,1.72414
18574,1bn4,Kd,0.49,9.31,-12.69,2.04082
18589,1bn1,Kd,0.46,9.34,-12.73,2.17391
18662,5llo,Kd,0.4,9.4,-12.81,2.5
18686,1cil,Ki,0.37,9.43,-12.86,2.7027
18695,1g1d,Kd,0.36,9.44,-12.88,2.77778
18723,1bnq,Kd,0.32,9.49,-12.95,3.125
18752,2hoc,Ki,0.3,9.52,-12.98,3.33333
18782,1g52,Kd,0.29,9.54,-13.0,3.44828
18814,5cjf,Ki,0.26,9.59,-13.07,3.84615
18832,1i7m,IC50,0.23,9.64,-13.14,4.34783
18833,1if8,Kd,0.23,9.64,-13.14,4.34783
18858,1bnu,Kd,0.2,9.7,-13.22,5.0
18896,5sz4,Ki,0.2,9.7,-13.22,5.0
18897,5sz7,Ki,0.2,9.7,-13.22,5.0
18942,1bnt,Kd,0.16,9.8,-13.36,6.25
18964,4wup,Kd,0.15,9.82,-13.39,6.66667
18970,2std,Ki,0.14,9.85,-13.43,7.14286
18985,1a42,Kd,0.13,9.89,-13.48,7.69231
18986,1bn3,Kd,0.13,9.89,-13.48,7.69231
19023,1bnm,Kd,0.1,10.0,-13.63,10.0
19024,1bnn,Kd,0.1,10.0,-13.63,10.0
19047,3c7p,IC50,0.1,10.0,-13.63,10.0
19120,4ww8,Kd,0.067,10.17,-13.87,14.92537
19131,4ww6,Kd,0.062,10.21,-13.92,16.12903
19162,5nea,Ki,0.05,10.3,-14.04,20.0
19171,1std,Ki,0.047,10.33,-14.08,21.2766
19172,4std,Ki,0.047,10.33,-14.08,21.2766
19205,5std,Ki,0.032,10.49,-14.31,31.25
19209,1if7,Kd,0.03,10.52,-14.35,33.33333
19252,2wva,Kd,0.02,10.7,-14.59,50.0
19258,5nee,Ki,0.02,10.7,-14.59,50.0
19267,7std,Ki,0.019,10.72,-14.62,52.63158
19279,1ebg,Ki,0.015,10.82,-14.76,66.66667
19280,1els,Ki,0.015,10.82,-14.76,66.66667
19298,1m7y,Kd,0.011,10.96,-14.94,90.90909
19314,1dqx,Ki,0.009,11.05,-15.06,111.11111
19318,1eix,Ki,0.0088,11.06,-15.07,113.63636
19319,1jjk,Ki,0.0088,11.06,-15.07,113.63636
19320,1lor,Ki,0.0088,11.06,-15.07,113.63636
19321,1x1z,Ki,0.0088,11.06,-15.07,113.63636
19327,3std,Ki,0.0077,11.11,-15.15,129.87013
19395,4wr7,Kd,0.002,11.7,-15.95,500.0
19427,1rbo,Kd,0.00019,12.72,-17.34,5263.15789
